uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,treeFernsPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaFerns,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaFerns,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"6a58883f-c9e5-47df-b69d-432d8100d855","BART_073.basePlot.vst","2018-07-16",,"D01","BART","BART_073","tower","mixedForest",44.064774,-71.288616,"WGS84",20.1,316710.32,4881613.76,"19N",274.9,0.2,,"vst_BART_2018",,,"23_400|39_400","NEON.DOC.000987vG","Y",,,"Y","N","N","N","Y","N","N","N","N",,"25","noneSelected",,"noneSelected",800,100,800,,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"04796ef6-0620-4fa9-a291-b6879337b5de","BART_071.basePlot.vst","2018-07-16",,"D01","BART","BART_071","tower","mixedForest",44.067944,-71.290624,"WGS84",20.1,316559.30,4881970.33,"19N",256.4,0.2,,"vst_BART_2018",,,"21_400|39_400","NEON.DOC.000987vG","Y",,"N","Y","N","N","N","N","N","N","N","N",,"25","noneSelected",,"noneSelected",800,100,800,,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"3660233e-03a3-4bd7-b086-6b58f8375408","BART_036.basePlot.vst","2018-07-16",,"D01","BART","BART_036","tower","deciduousForest",44.062082,-71.285878,"WGS84",20.2,316921.30,4881308.66,"19N",291.0,0.2,,"vst_BART_2018",,,"21_400|41_400","NEON.DOC.000987vG","Y",,"N","Y","N","N","N","N","N","N","N","N",,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"a334a828-5bb3-48ed-9756-0d56360c7eb0","BART_034.basePlot.vst","2018-07-16",,"D01","BART","BART_034","tower","mixedForest",44.064284,-71.285608,"WGS84",20.2,316949.72,4881552.64,"19N",265.9,0.3,,"vst_BART_2018",,,"21_400|41_400","NEON.DOC.000987vG","Y",,"N","Y","Y","N","N","N","N","N","N","N",,"100","noneSelected",,"noneSelected",800,400,800,,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"db4eef45-b6c8-492c-9ba4-a1b1eca60a3d","BART_072.basePlot.vst","2018-07-16",,"D01","BART","BART_072","tower","deciduousForest",44.060735,-71.286187,"WGS84",20.3,316892.40,4881159.73,"19N",295.9,0.5,,"vst_BART_2018",,,"21_400|39_400","NEON.DOC.000987vG","Y",,"N","Y","N","N","N","N","N","N","N","N",,"10","noneSelected",,"noneSelected",800,40,800,,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"1e9c265a-5ae6-42e9-ab0b-ca344a4df96e","BART_032.basePlot.vst","2018-07-16",,"D01","BART","BART_032","tower","deciduousForest",44.067467,-71.287580,"WGS84",20.2,316801.60,4881910.57,"19N",244.7,0.3,,"vst_BART_2018",,,"23_400|39_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"noneSelected",800,100,800,,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"44aeea7c-931c-4cca-9325-04dd658d9d84","BART_040.basePlot.vst","2018-07-16",,"D01","BART","BART_040","tower","deciduousForest",44.065760,-71.291990,"WGS84",20.1,316443.15,4881730.79,"19N",260.2,0.2,,"vst_BART_2018",,,"21_400|41_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"100",800,100,800,,400,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"ca3a5d24-37e4-4016-8262-db5ca052321f","BART_044.basePlot.vst","2018-07-16",,"D01","BART","BART_044","tower","deciduousForest",44.061036,-71.284327,"WGS84",20.1,317042.31,4881189.03,"19N",303.1,0.2,,"vst_BART_2018",,,"23_400|39_400","NEON.DOC.000987vG","Y",,"N","Y","N","N","N","N","N","N","N","N",,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"347c8a6c-f10a-4a08-8a1c-953217f992e8","BART_074.basePlot.vst","2018-07-16",,"D01","BART","BART_074","tower","mixedForest",44.060251,-71.283200,"WGS84",20.1,317130.15,4881099.34,"19N",311.2,0.2,,"vst_BART_2018",,,"39_400|41_400","NEON.DOC.000987vG","Y",,"N","Y","N","N","N","N","N","N","N","N",,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"60c0eda5-932e-48d7-bb0b-275e31de8c4d","BART_039.basePlot.vst","2018-07-16",,"D01","BART","BART_039","tower","deciduousForest",44.063682,-71.288951,"WGS84",20.3,316680.12,4881493.21,"19N",270.8,0.5,,"vst_BART_2018",,,"39_400|41_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected",,"25",800,400,800,,100,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"b38bed53-9dff-4bbb-bf17-90fbe5187d2c","BART_075.basePlot.vst","2018-07-16",,"D01","BART","BART_075","tower","mixedForest",44.059141,-71.286492,"WGS84",20.3,316863.06,4880983.36,"19N",297.0,0.4,,"vst_BART_2018",,,"23_400|41_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected",,"noneSelected",800,400,800,,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"68487f9a-825c-4ccb-8563-034df32298ea","BART_037.basePlot.vst","2018-07-16",,"D01","BART","BART_037","tower","deciduousForest",44.061598,-71.283244,"WGS84",20.2,317130.78,4881249.05,"19N",290.6,0.2,,"vst_BART_2018",,,"21_400|41_400","NEON.DOC.000987vG","Y",,"N","Y","N","N","N","N","N","N","N","N",,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"819bd978-da2d-4487-b1bb-3b86f934acd7","BART_051.basePlot.vst","2018-07-16",,"D01","BART","BART_051","tower","deciduousForest",44.062723,-71.287987,"WGS84",20.2,316754.37,4881384.55,"19N",283.9,0.4,,"vst_BART_2018",,,"39_400|41_400","NEON.DOC.000987vG","Y",,"N","Y","N","N","N","N","N","N","N","N",,"25","noneSelected",,"noneSelected",800,100,800,,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"f85b5176-8dd7-4120-9d94-95da68f5629e","BART_042.basePlot.vst","2018-07-16",,"D01","BART","BART_042","tower","deciduousForest",44.060194,-71.288052,"WGS84",20.2,316741.36,4881103.79,"19N",288.3,0.2,,"vst_BART_2018",,,"39_400|41_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected",,"25",800,400,800,,100,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"98be75de-5e61-4428-84c5-15bbe53e2dde","BART_070.basePlot.vst","2018-07-16",,"D01","BART","BART_070","tower","mixedForest",44.064338,-71.281440,"WGS84",20.2,317283.70,4881549.38,"19N",251.3,0.3,,"vst_BART_2018",,,"39_400|41_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected",,"10",800,400,800,,40,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"82218fcf-7890-4ce3-921a-4feff8709150","BART_046.basePlot.vst","2018-07-16",,"D01","BART","BART_046","tower","deciduousForest",44.059946,-71.285408,"WGS84",20.2,316952.36,4881070.36,"19N",303.0,0.3,,"vst_BART_2018",,,"39_400|41_400","NEON.DOC.000987vG","Y",,"N","Y","N","N","N","N","N","N","N","N",,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"0054de31-9824-4ff5-8b4a-079e43940394","BART_047.basePlot.vst","2018-07-16",,"D01","BART","BART_047","tower","deciduousForest",44.064968,-71.290855,"WGS84",20.1,316531.60,4881640.29,"19N",262.9,0.2,,"vst_BART_2018",,,"21_400|41_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected",,"100",800,400,800,,400,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"69a162f7-d59a-495b-be40-24dc1ed754b8","BART_041.basePlot.vst","2018-07-16",,"D01","BART","BART_041","tower","deciduousForest",44.065342,-71.285610,"WGS84",20.2,316952.82,4881670.16,"19N",260.9,0.4,,"vst_BART_2018",,,"23_400|39_400","NEON.DOC.000987vG","Y",,"N","Y","Y","N","N","N","N","N","N","N",,"25","noneSelected",,"noneSelected",800,100,800,,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
