uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,treeFernsPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaFerns,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaFerns,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"f6cd3aae-d7a7-46c8-9297-2d860279ad31","BART_040.basePlot.vst","2016-09-06",,"D01","BART","BART_040","tower","deciduousForest",44.065760,-71.291990,"WGS84",20.1,316443.15,4881730.79,"19N",260.2,0.2,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"noneSelected","noneSelected",,"100",800,800,800,,400,,"mday@field-ops.org","jwebber@field-ops.org",
"52d0a1d5-4e68-411f-ad95-b750d1ba0794","BART_032.basePlot.vst","2016-09-07",,"D01","BART","BART_032","tower","deciduousForest",44.067467,-71.287580,"WGS84",20.2,316801.60,4881910.57,"19N",244.7,0.3,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,"N","Y","N","N","N","N","N","N","N","N",,"25","noneSelected",,"noneSelected",800,100,800,,800,,"chines@field-ops.org","jwebber@field-ops.org",
"62b1643d-d28e-4870-9ddd-d51dec5a0824","BART_074.basePlot.vst","2016-09-12",,"D01","BART","BART_074","tower","mixedForest",44.060251,-71.283200,"WGS84",20.1,317130.15,4881099.34,"19N",311.2,0.2,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,"N","Y","N","N","N","N","N","N","N","N",,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"ramundson@field-ops.org","nflannery@field-ops.org",
"f8b6ce07-358c-4bfc-9f3a-ce6eb6cb2c92","BART_070.basePlot.vst","2016-09-12",,"D01","BART","BART_070","tower","mixedForest",44.064338,-71.281440,"WGS84",20.2,317283.70,4881549.38,"19N",251.3,0.3,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,"N","Y","N","N","N","N","N","N","N","N",,"100","noneSelected",,"noneSelected",800,400,800,,800,,"mday@field-ops.org","llukas@battelleecology.org",
"6320b99c-14a1-4e74-97d8-63e39ac14f51","BART_044.basePlot.vst","2016-09-13",,"D01","BART","BART_044","tower","deciduousForest",44.061036,-71.284327,"WGS84",20.1,317042.31,4881189.03,"19N",303.1,0.2,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,"N","Y","N","N","N","N","N","N","N","N",,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"ramundson@field-ops.org","nflannery@field-ops.org",
"82d86cc5-6589-443f-9b08-ecfe14ce6a51","BART_016.basePlot.vst","2016-09-14",,"D01","BART","BART_016","distributed","mixedForest",44.051234,-71.288463,"WGS84",20.2,316680.78,4880109.50,"19N",319.1,0.3,,"vst_BART_2016",,,"31_100|32_100|40_100|41_100","NEON.DOC.000987vE","Y",,"N","Y","Y","N","N","N","N","N","N","N",,"25","noneSelected",,"noneSelected",400,200,400,,400,,"llukas@battelleecology.org","Jbreault@field-ops.org",
"dfa3a8fe-ff88-43c8-9417-7a7beeee4232","BART_015.basePlot.vst","2016-09-14",,"D01","BART","BART_015","distributed","mixedForest",44.042915,-71.273140,"WGS84",20.2,317882.77,4879151.50,"19N",437.9,0.3,,"vst_BART_2016",,,"31_100|32_100|40_100|41_100","NEON.DOC.000987vE","Y",,"N","Y","N","N","N","N","N","N","N","N",,"25","noneSelected",,"noneSelected",400,200,400,,400,,"ramundson@field-ops.org","jwebber@field-ops.org",
"4d87227c-1f6d-4552-a954-b518dfb7e8fd","BART_028.basePlot.vst","2016-09-14",,"D01","BART","BART_028","distributed","evergreenForest",44.054075,-71.306532,"WGS84",20.2,315242.16,4880465.44,"19N",485.7,0.2,,"vst_BART_2016",,,"31_100|32_100|40_100|41_100","NEON.DOC.000987vE","Y",,"N","Y","N","N","N","N","N","N","N","N",,"25","noneSelected",,"noneSelected",400,200,400,,400,,"jbreault@field-ops.org","mday@field-ops.org",
"65ef2682-d7a6-41d2-b1c3-bb9c660d235b","BART_037.basePlot.vst","2016-09-14",,"D01","BART","BART_037","tower","deciduousForest",44.061598,-71.283244,"WGS84",20.2,317130.78,4881249.05,"19N",290.6,0.2,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,"N","Y","N","N","N","N","N","N","N","N",,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"ramundson@field-ops.org","nflannery@field-ops.org",
"f03e3014-64d1-4b33-bb43-8a818b849ef2","BART_010.basePlot.vst","2016-09-19",,"D01","BART","BART_010","distributed","deciduousForest",44.050073,-71.266680,"WGS84",20.1,318422.21,4879932.29,"19N",430.2,0.2,,"vst_BART_2016",,,"31_100|32_100|40_100|41_100","NEON.DOC.000987vE","Y",,"N","Y","N","N","N","N","N","N","N","N",,"10","noneSelected",,"noneSelected",400,80,400,,400,,"chines@field-ops.org","llukas@battelleecology.org",
