uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,treeFernsPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaFerns,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaFerns,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"cb8fa732-50fe-4ced-be74-c206f1b20fb1","UNDE_048.basePlot.vst","2017-08-10",,"D05","UNDE","UNDE_048","tower","mixedForest",46.232136,-89.540445,"WGS84",20.1,304114.40,5122977.00,"16N",526.9,0.2,,"vst_UNDE_2017",,,"39_400|41_400","NEON.DOC.000987vG","N",,,,,,,,,,,,,"25","noneSelected",,"25",800,100,800,,100,,"kstyers@battelleecology.org","kpalo@battelleecology.org",
"2fb05392-9afe-41f9-bd67-bbae62facbe5","UNDE_045.basePlot.vst","2017-08-16",,"D05","UNDE","UNDE_045","tower","deciduousForest",46.233222,-89.539694,"WGS84",20.3,304176.17,5123095.81,"16N",521.2,0.4,,"vst_UNDE_2017",,,"39_400|41_400","NEON.DOC.000987vG","N",,,,,,,,,,,,,"25","noneSelected",,"25",800,100,800,,100,,"kmcmahon@neoninc.org","dfang@battelleecology.org",
"c224dbcc-f4f2-428d-982b-5b1c18b14af9","UNDE_065.basePlot.vst","2017-08-16",,"D05","UNDE","UNDE_065","tower","mixedForest",46.236329,-89.533647,"WGS84",20.2,304653.44,5123426.10,"16N",516.4,0.3,,"vst_UNDE_2017",,,"21_400|23_400","NEON.DOC.000987vG","N",,,,,,,,,,,,,"10","noneSelected",,"100",800,40,800,,400,,"kmcmahon@neoninc.org","kstyers@battelleecology.org",
"e123980f-e278-4b48-bffc-dcbdd60c4613","UNDE_037.basePlot.vst","2017-08-16",,"D05","UNDE","UNDE_037","tower","mixedForest",46.231276,-89.541941,"WGS84",20.2,303995.99,5122885.15,"16N",524.4,0.2,,"vst_UNDE_2017",,,"39_400|41_400","NEON.DOC.000987vG","N",,,,,,,,,,,,,"noneSelected","noneSelected",,"100",800,800,800,,400,,"kmcmahon@neoninc.org","dfang@battelleecology.org",
"6181e1ae-3aee-42b2-b17f-c18d4c89ac44","UNDE_043.basePlot.vst","2017-08-16",,"D05","UNDE","UNDE_043","tower","deciduousForest",46.234247,-89.542459,"WGS84",20.2,303966.63,5123216.53,"16N",525.7,0.3,,"vst_UNDE_2017",,,"23_400|39_400","NEON.DOC.000987vE","N",,,,,,,,,,,,,"25","noneSelected",,"25",800,100,800,,100,,"dfang@battelleecology.org","kmcmahon@neoninc.org",
"d7349fe5-d3d2-4ae6-b6fc-2a7b356cd9c9","UNDE_050.basePlot.vst","2017-08-16",,"D05","UNDE","UNDE_050","tower","deciduousForest",46.229500,-89.537992,"WGS84",20.2,304294.16,5122678.07,"16N",513.0,0.2,,"vst_UNDE_2017",,,"21_400|39_400","NEON.DOC.000987vG","N",,,,,,,,,,,,,"25","noneSelected",,"25",800,100,800,,100,,"kmcmahon@neoninc.org","dfang@battelleecology.org",
"347bba36-da85-45e9-8e4c-30cafbb61c79","UNDE_044.basePlot.vst","2017-08-16",,"D05","UNDE","UNDE_044","tower","mixedForest",46.231744,-89.532640,"WGS84",20.3,304714.81,5122914.20,"16N",507.4,0.4,,"vst_UNDE_2017",,,"21_400|39_400","NEON.DOC.000987vG","N",,,,,,,,,,,,,"25","noneSelected",,"10",800,100,800,,40,,"kmcmahon@neoninc.org","dfang@battelleecology.org",
"bdaf9e41-22be-4279-b71a-03ba12911fb7","UNDE_060.basePlot.vst","2017-08-16",,"D05","UNDE","UNDE_060","tower","deciduousForest",46.231420,-89.535710,"WGS84",20.2,304476.95,5122885.76,"16N",507.9,0.3,,"vst_UNDE_2017",,,"21_400|23_400","NEON.DOC.000987vG","N",,,,,,,,,,,,,"10","noneSelected",,"10",800,40,800,,40,,"kmcmahon@neoninc.org","kstyers@battelleecology.org",
"bd9d721a-0c85-4e72-9e68-4a82bb434081","UNDE_052.basePlot.vst","2017-08-16",,"D05","UNDE","UNDE_052","tower","mixedForest",46.233161,-89.542432,"WGS84",20.2,303964.84,5123095.80,"16N",520.3,0.3,,"vst_UNDE_2017",,,"21_400|39_400","NEON.DOC.000987vG","N",,,,,,,,,,,,,"25","noneSelected",,"10",800,100,800,,40,,"kmcmahon@neoninc.org","dfang@battelleecology.org",
"0d35b945-c91a-4d83-b0f1-0cc5849b8906","UNDE_049.basePlot.vst","2017-08-16",,"D05","UNDE","UNDE_049","tower","mixedForest",46.230581,-89.536457,"WGS84",20.2,304416.37,5122794.39,"16N",509.9,0.3,,"vst_UNDE_2017",,,"21_400|39_400","NEON.DOC.000987vG","N",,,,,,,,,,,,,"25","noneSelected",,"10",800,100,800,,40,,"kmcmahon@neoninc.org","dfang@battelleecology.org",
