uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,tagID,individualID,tagStatus,identificationHistoryID,taxonID,scientificName,taxonRank,identificationReferences,identificationQualifier,morphospeciesID,growthForm,shape,plantStatus,leafNumber,meanLeafLength,meanPetioleLength,meanBladeLength,basalStemDiameter,meanBasalDiameter,stemDiameter,stemLength,measurementHeight,maxCrownDiameter,ninetyCrownDiameter,height,baseCrownHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,canopyPosition,oldPadCount,newPadCount,stemCount,branchCount,meanBranchLength,remarks,measuredBy,recordedBy,dataEntryRecordID
"441e90f4-7d92-4dd7-9ec4-f1ef0b6b1826","HARV_042.basePlot.vst","2016-07-25","vst_HARV_2016","D01","HARV","HARV_042","39_unknown_1",,"TEMP.PLA.NW.HARV.2016.42250",,,"OSCIC","Osmunda cinnamomea L. var. cinnamomea","variety",,,,"fern",,"Live",3,54.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"9320fdfd-c5dd-4ff7-a1bf-da85d861edf4","HARV_045.basePlot.vst","2016-07-25","vst_HARV_2016","D01","HARV","HARV_045","21_unknown_1",,"TEMP.PLA.NW.HARV.2016.45153",,,"PTAQL","Pteridium aquilinum (L.) Kuhn var. latiusculum (Desv.) Underw. ex A. Heller","variety",,,,"fern",,"Live",,,,,0.5,,,,,,,,,,,,,,,,,,"gvanscoy@field-ops.org","chines@field-ops.org",
"6295c91e-b34d-4ad7-8c62-1772e6a42f9a","HARV_042.basePlot.vst","2016-07-25","vst_HARV_2016","D01","HARV","HARV_042","39_unknown_1",,"TEMP.PLA.NW.HARV.2016.42222",,,"OSCIC","Osmunda cinnamomea L. var. cinnamomea","variety",,,,"fern",,"Live",1,35.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"e4852130-e6e4-4a51-b14c-8581c01ae134","HARV_042.basePlot.vst","2016-07-25","vst_HARV_2016","D01","HARV","HARV_042","48_unknown_3",,"TEMP.PLA.NW.HARV.2016.42246",,,"DEPU2","Dennstaedtia punctilobula (Michx.) T. Moore","species",,,,"fern",,"Live",1,43.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"347de6c7-4bb9-4284-b4a3-398949d0fecd","HARV_042.basePlot.vst","2016-07-25","vst_HARV_2016","D01","HARV","HARV_042","48_unknown_3",,"TEMP.PLA.NW.HARV.2016.42195",,,"OSCIC","Osmunda cinnamomea L. var. cinnamomea","variety",,,,"fern",,"Live",4,83.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"5148a921-640e-449f-9da1-4dfc9d82caf7","HARV_042.basePlot.vst","2016-07-25","vst_HARV_2016","D01","HARV","HARV_042","48_unknown_3",,"TEMP.PLA.NW.HARV.2016.42223",,,"OSCIC","Osmunda cinnamomea L. var. cinnamomea","variety",,,,"fern",,"Live",2,72.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"6b8b7bdf-f81d-4c42-ac75-09e1c2fac1d2","HARV_042.basePlot.vst","2016-07-25","vst_HARV_2016","D01","HARV","HARV_042","39_unknown_1",,"TEMP.PLA.NW.HARV.2016.42224",,,"OSCIC","Osmunda cinnamomea L. var. cinnamomea","variety",,,,"fern",,"Live",1,98.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"fbbc8156-5e29-41f6-b771-4aac3a0fd915","HARV_042.basePlot.vst","2016-07-25","vst_HARV_2016","D01","HARV","HARV_042","39_unknown_1",,"TEMP.PLA.NW.HARV.2016.42235",,,"OSCIC","Osmunda cinnamomea L. var. cinnamomea","variety",,,,"fern",,"Live",2,62.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"d7269fcc-8ab4-456f-97ac-06c9023682c7","HARV_042.basePlot.vst","2016-07-25","vst_HARV_2016","D01","HARV","HARV_042","51_unknown_4",,"TEMP.PLA.NW.HARV.2016.42208",,,"DEPU2","Dennstaedtia punctilobula (Michx.) T. Moore","species",,,,"fern",,"Live",1,38.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"07338a8b-4ffe-4ec2-bbeb-8ae5b24bda7d","HARV_042.basePlot.vst","2016-07-25","vst_HARV_2016","D01","HARV","HARV_042","48_unknown_3",,"TEMP.PLA.NW.HARV.2016.42247",,,"OSCIC","Osmunda cinnamomea L. var. cinnamomea","variety",,,,"fern",,"Live",2,62.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
