uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,treeFernsPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaFerns,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaFerns,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"5fe6dc31-ae37-4095-b037-07ce819d5667","HARV_052.basePlot.vst","2018-07-16",,"D01","HARV","HARV_052","tower","mixedForest",42.542130,-72.176577,"WGS84",20.3,731842.14,4713835.11,"18N",358.9,0.3,,"vst_HARV_2018",,,"23_400|41_400","NEON.DOC.000987vG","Y",,,"Y","N","N","N","Y","N","N","N","N",,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"fbc6d488-7140-4a73-854f-39dc8a19c492","HARV_039.basePlot.vst","2018-07-16",,"D01","HARV","HARV_039","tower","mixedForest",42.533247,-72.177690,"WGS84",20.2,731783.62,4712845.59,"18N",373.2,0.2,,"vst_HARV_2018",,,"39_400|41_400","NEON.DOC.000987vG","Y",,,"Y","N","N","N","Y","N","N","N","N",,"noneSelected","noneSelected",,"25",800,800,800,,100,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"a029ef09-9dfd-459e-aa94-322b5de22c0b","HARV_046.basePlot.vst","2018-07-16",,"D01","HARV","HARV_046","tower","mixedForest",42.537915,-72.180759,"WGS84",20.3,731514.30,4713355.58,"18N",361.4,0.3,,"vst_HARV_2018",,,"21_400|41_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"10","noneSelected",,"10",800,40,800,,40,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"80b88b39-ffad-42dc-ba0b-e8e0aa96569f","HARV_048.basePlot.vst","2018-07-16",,"D01","HARV","HARV_048","tower","mixedForest",42.541304,-72.178017,"WGS84",20.2,731726.94,4713739.43,"18N",360.7,0.3,,"vst_HARV_2018",,,"23_400|39_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected",,"noneSelected",800,400,800,,800,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"cb7acbf2-31b2-4f9e-829c-60e13f6e15d0","HARV_047.basePlot.vst","2018-07-16",,"D01","HARV","HARV_047","tower","deciduousForest",42.536689,-72.175706,"WGS84",20.2,731933.82,4713233.26,"18N",367.3,0.4,,"vst_HARV_2018",,,"21_400|41_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"10",800,100,800,,40,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"90a95ce4-289e-4211-a260-0f92b9220882","HARV_035.basePlot.vst","2018-07-16",,"D01","HARV","HARV_035","tower","evergreenForest",42.539966,-72.178072,"WGS84",20.2,731727.38,4713590.70,"18N",365.8,0.3,,"vst_HARV_2018",,,"21_400|23_400","NEON.DOC.000987vG","Y",,"N","Y","N","N","N","N","N","N","N","N",,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"a46108a3-c086-41ea-9073-1e5e7c4c748d","HARV_043.basePlot.vst","2018-07-16",,"D01","HARV","HARV_043","tower","evergreenForest",42.541027,-72.176583,"WGS84",20.1,731845.73,4713712.60,"18N",354.4,0.2,,"vst_HARV_2018",,,"21_400|39_400","NEON.DOC.000987vG","Y",,,"Y","N","N","N","Y","N","N","N","N",,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"fa34f712-17df-47c1-ba61-5851d0a29a1c","HARV_045.basePlot.vst","2018-07-16",,"D01","HARV","HARV_045","tower","deciduousForest",42.542078,-72.171300,"WGS84",20.1,732275.68,4713843.79,"18N",370.0,0.1,,"vst_HARV_2018",,,"21_400|23_400","NEON.DOC.000987vG","Y",,,"Y","N","N","N","Y","N","N","N","N",,"noneSelected","noneSelected",,"25",800,800,800,,100,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"83500c3f-166a-4e74-8dcc-fba6a1c34fe0","HARV_034.basePlot.vst","2018-07-16",,"D01","HARV","HARV_034","tower","evergreenForest",42.535686,-72.177968,"WGS84",20.3,731751.76,4713115.68,"18N",372.1,0.4,,"vst_HARV_2018",,,"23_400|39_400","NEON.DOC.000987vG","Y",,,"Y","N","N","N","Y","N","N","N","N",,"noneSelected","noneSelected",,"100",800,800,800,,400,,"scook@battelleecology.org","gvanscoy@field-ops.org",
"50e4e01a-7ba8-424f-a5d9-b9672bdd1ad6","HARV_040.basePlot.vst","2018-07-16",,"D01","HARV","HARV_040","tower","mixedForest",42.539918,-72.175931,"WGS84",20.1,731903.38,4713591.23,"18N",342.8,0.1,,"vst_HARV_2018",,,"23_400|41_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"1","noneSelected",,"1",800,4,800,,4,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
