uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,treeFernsPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaFerns,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaFerns,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"99f0b594-b1c0-44d6-b6b5-50746fcf10f0","HARV_014.basePlot.vst","2015-10-01",,"D01","HARV","HARV_014","distributed","mixedForest",42.471449,-72.265709,"WGS84",20.1,724775.96,4705745.78,"18N",199.4,0.2,,"vst_HARV_2015",,,"31_100|32_100|40_100|41_100","NEON.DOC.000987vD",,,,,,,,,,,,,,"10","noneSelected",,"noneSelected",400,80,400,,400,,"dcrandall@neoninc.org","gbreault@field-ops.org","legacyData"
"b4286487-6933-4933-83c8-ba5a7aea625a","HARV_016.basePlot.vst","2015-10-01",,"D01","HARV","HARV_016","distributed","woodyWetlands",42.458470,-72.231992,"WGS84",20.1,727594.95,4704394.40,"18N",232.2,0.3,,"vst_HARV_2015",,,"31_100|32_100|40_100|41_100","NEON.DOC.000987vD",,,,,,,,,,,,,,"10","noneSelected",,"noneSelected",400,80,400,,400,,"gbreault@field-ops.org","dcrandall@neoninc.org","legacyData"
"20617f44-6917-4046-a5dc-ffc9dc34c146","HARV_021.basePlot.vst","2015-10-01",,"D01","HARV","HARV_021","distributed","evergreenForest",42.452430,-72.250472,"WGS84",20.1,726097.10,4703674.24,"18N",175.1,0.1,,"vst_HARV_2015",,,"31_100|32_100|40_100|41_100","NEON.DOC.000987vD",,,,,,,,,,,,,,"noneSelected","noneSelected",,"1",400,400,400,,8,,"dcrandall@neoninc.org","auccello@field-ops.org","legacyData"
"3467d525-a940-4dbb-89a4-b14413feecc9","HARV_043.basePlot.vst","2015-10-02",,"D01","HARV","HARV_043","tower","evergreenForest",42.541027,-72.176583,"WGS84",20.1,731845.73,4713712.60,"18N",354.4,0.2,,"vst_HARV_2015",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,,"100","noneSelected",,"noneSelected",800,400,800,,800,,"cgoranson@neoninc.org","gbreault@field-ops.org","legacyData"
"ef3d6449-88f1-4ed0-9748-94eba34356fc","HARV_037.basePlot.vst","2015-10-08",,"D01","HARV","HARV_037","tower","evergreenForest",42.537308,-72.179312,"WGS84",20.1,731635.38,4713292.13,"18N",361.9,0.2,,"vst_HARV_2015",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,,"10","noneSelected",,"noneSelected",800,40,800,,800,,"dcrandall@neoninc.org","thillman@neoninc.org","legacyData"
"f564db51-8ed5-42af-94d5-9cfea0e03a84","HARV_041.basePlot.vst","2015-10-21",,"D01","HARV","HARV_041","tower","evergreenForest",42.536795,-72.180797,"WGS84",20.1,731515.32,4713231.10,"18N",361.6,0.2,,"vst_HARV_2015",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,,"100","noneSelected",,"noneSelected",800,400,800,,800,,"llukas@neoninc.org","thillman@neoninc.org","legacyData"
"64f36dfa-9c1a-4d01-b424-acf35a712315","HARV_038.basePlot.vst","2015-10-21",,"D01","HARV","HARV_038","tower","mixedForest",42.537334,-72.177877,"WGS84",20.2,731753.13,4713298.95,"18N",367.4,0.3,,"vst_HARV_2015",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,,"100","noneSelected",,"noneSelected",800,400,800,,800,,"thillman@neoninc.org","thillman@neoninc.org","legacyData"
"c59e032b-5a2e-4913-9edc-38edbdc021a7","HARV_045.basePlot.vst","2015-10-21",,"D01","HARV","HARV_045","tower","deciduousForest",42.542078,-72.171300,"WGS84",20.1,732275.68,4713843.79,"18N",370.0,0.1,,"vst_HARV_2015",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,,"100","noneSelected",,"noneSelected",800,400,800,,800,,"gbreault@field-ops.org","thillman@neoninc.org","legacyData"
"253165ba-bdb4-45ef-8135-f2126ee577ba","HARV_050.basePlot.vst","2015-10-22",,"D01","HARV","HARV_050","tower","mixedForest",42.536270,-72.179357,"WGS84",20.2,731635.52,4713176.74,"18N",368.4,0.4,,"vst_HARV_2015",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,,"100","noneSelected",,"noneSelected",800,400,800,,800,,"auccello@field-ops.org","thillman@neoninc.org","legacyData"
"d928acc7-1317-4c33-82a2-95eb5bdf6a8d","HARV_048.basePlot.vst","2015-10-22",,"D01","HARV","HARV_048","tower","mixedForest",42.541304,-72.178017,"WGS84",20.2,731726.94,4713739.43,"18N",360.7,0.3,,"vst_HARV_2015",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,,"100","noneSelected",,"noneSelected",800,400,800,,800,"no transcription errors found","dcrandall@neoninc.org","dcrandall@neoninc.org","legacyData"
