uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,treeFernsPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaFerns,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaFerns,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"f95f20b9-7abc-42ee-bfc3-8ca653a6a970","HARV_036.basePlot.vst","2017-07-10",,"D01","HARV","HARV_036","tower","deciduousForest",42.542123,-72.173119,"WGS84",20.1,732126.13,4713843.80,"18N",368.2,0.2,,"vst_HARV_2017",,,"21_400|23_400","NEON.DOC.000987vG","Y",,,"Y","N","N","N","Y","N","N","N","N",,"25","noneSelected",,"1",800,100,800,,4,,"gvanscoy@field-ops.org","jwebber@field-ops.org",
"d02afda2-0f4e-4cc9-8c19-2443e0b7efe0","HARV_045.basePlot.vst","2017-07-10",,"D01","HARV","HARV_045","tower","deciduousForest",42.542078,-72.171300,"WGS84",20.1,732275.68,4713843.79,"18N",370.0,0.1,,"vst_HARV_2017",,,"21_400|23_400","NEON.DOC.000987vG","Y",,,"Y","N","N","N","Y","N","N","N","N",,"100","noneSelected",,"25",800,400,800,,100,,"gvanscoy@field-ops.org","jwebber@field-ops.org",
"be2f87c8-bdcc-45ed-ad56-620351072416","HARV_043.basePlot.vst","2017-07-10",,"D01","HARV","HARV_043","tower","evergreenForest",42.541027,-72.176583,"WGS84",20.1,731845.73,4713712.60,"18N",354.4,0.2,,"vst_HARV_2017",,,"21_400|39_400","NEON.DOC.000987vG","Y",,,"Y","N","N","N","Y","N","N","N","N",,"100","noneSelected",,"noneSelected",800,400,800,,800,,"gvanscoy@field-ops.org","jwebber@field-ops.org",
"57d108fa-f081-4dac-9edb-05b967e9e168","HARV_035.basePlot.vst","2017-07-11",,"D01","HARV","HARV_035","tower","evergreenForest",42.539966,-72.178072,"WGS84",20.2,731727.38,4713590.70,"18N",365.8,0.3,,"vst_HARV_2017",,,"21_400|23_400","NEON.DOC.000987vG","Y",,"N","Y","N","N","N","N","N","N","N","N",,"100","noneSelected",,"noneSelected",800,400,800,,800,,"jbreault@field-ops.org","jwebber@field-ops.org",
"79983e84-a145-4c79-ac04-e0fe5038e94d","HARV_037.basePlot.vst","2017-07-11",,"D01","HARV","HARV_037","tower","evergreenForest",42.537308,-72.179312,"WGS84",20.1,731635.38,4713292.13,"18N",361.9,0.2,,"vst_HARV_2017",,,"23_400|41_400","NEON.DOC.000987vG","Y",,,"Y","N","N","N","Y","N","N","N","N",,"10","noneSelected",,"noneSelected",800,40,800,,800,,"jbreault@field-ops.org","jwebber@field-ops.org",
"b07d3335-216f-4b0d-96db-bcce3feedbbf","HARV_048.basePlot.vst","2017-07-11",,"D01","HARV","HARV_048","tower","mixedForest",42.541304,-72.178017,"WGS84",20.2,731726.94,4713739.43,"18N",360.7,0.3,,"vst_HARV_2017",,,"23_400|39_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected",,"noneSelected",800,400,800,,800,,"jbreault@field-ops.org","jwebber@field-ops.org",
"cc297f6d-61b4-48fc-9d0d-b5207fbef882","HARV_050.basePlot.vst","2017-07-11",,"D01","HARV","HARV_050","tower","mixedForest",42.536270,-72.179357,"WGS84",20.2,731635.52,4713176.74,"18N",368.4,0.4,,"vst_HARV_2017",,,"21_400|41_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected",,"noneSelected",800,400,800,,800,,"jbreault@field-ops.org","jwebber@field-ops.org",
"4e8a2f65-c879-4c62-97c1-8738a5bbd21c","HARV_052.basePlot.vst","2017-07-11",,"D01","HARV","HARV_052","tower","mixedForest",42.542130,-72.176577,"WGS84",20.3,731842.14,4713835.11,"18N",358.9,0.3,,"vst_HARV_2017",,,"23_400|41_400","NEON.DOC.000987vG","Y",,,"Y","N","N","N","Y","N","N","N","N",,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"jbreault@field-ops.org","jwebber@field-ops.org",
"68a145d1-0ad1-44a9-8c6c-42509373b6fa","HARV_041.basePlot.vst","2017-07-12",,"D01","HARV","HARV_041","tower","evergreenForest",42.536795,-72.180797,"WGS84",20.1,731515.32,4713231.10,"18N",361.6,0.2,,"vst_HARV_2017",,,"23_400|39_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected",,"100",800,400,800,,400,,"jbreault@field-ops.org","chines@field-ops.org",
"fa7230ae-52e5-4422-beda-a0c1a2b6f7b6","HARV_033.basePlot.vst","2017-07-12",,"D01","HARV","HARV_033","tower","deciduousForest",42.538302,-72.175607,"WGS84",20.2,731935.97,4713412.66,"18N",358.8,0.2,,"vst_HARV_2017",,,"21_400|23_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected",,"100",800,400,800,,400,,"jbreault@field-ops.org","chines@field-ops.org",
