uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,tagID,individualID,tagStatus,identificationHistoryID,taxonID,scientificName,taxonRank,identificationReferences,identificationQualifier,morphospeciesID,growthForm,shape,plantStatus,leafNumber,meanLeafLength,meanPetioleLength,meanBladeLength,basalStemDiameter,meanBasalDiameter,stemDiameter,stemLength,measurementHeight,maxCrownDiameter,ninetyCrownDiameter,height,baseCrownHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,canopyPosition,oldPadCount,newPadCount,stemCount,branchCount,meanBranchLength,remarks,measuredBy,recordedBy,dataEntryRecordID
"25b8f8b2-1939-4ddc-8f4f-d14dc398ca2d","HARV_039.basePlot.vst","2016-10-06","vst_HARV_2016","D01","HARV","HARV_039","39_unknown_1",,"TEMP.PLA.NW.HARV.2016.39163",,,"PTAQL","Pteridium aquilinum (L.) Kuhn var. latiusculum (Desv.) Underw. ex A. Heller","variety",,,,"fern",,"Live",,,,,0.4,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"881e99d9-2e3c-417b-bcdf-478da71b8b09","HARV_039.basePlot.vst","2016-10-06","vst_HARV_2016","D01","HARV","HARV_039","39_unknown_1",,"TEMP.PLA.NW.HARV.2016.39160",,,"DEPU2","Dennstaedtia punctilobula (Michx.) T. Moore","species",,,,"fern",,"Live",1,31.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"f4c2bd67-c12d-4073-8bec-97fdda2fac7d","HARV_039.basePlot.vst","2016-10-06","vst_HARV_2016","D01","HARV","HARV_039","39_unknown_1",,"TEMP.PLA.NW.HARV.2016.39168",,,"DEPU2","Dennstaedtia punctilobula (Michx.) T. Moore","species",,,,"fern",,"Live",1,54.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"904fcf6d-7476-41ba-9853-bde0ae021de3","HARV_039.basePlot.vst","2016-10-06","vst_HARV_2016","D01","HARV","HARV_039","39_unknown_1",,"TEMP.PLA.NW.HARV.2016.39157",,,"DEPU2","Dennstaedtia punctilobula (Michx.) T. Moore","species",,,,"fern",,"Live",1,53.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"a8a17a50-c5dc-413c-be06-3e00cf69a5da","HARV_039.basePlot.vst","2016-10-06","vst_HARV_2016","D01","HARV","HARV_039","39_unknown_1",,"TEMP.PLA.NW.HARV.2016.39159",,,"DEPU2","Dennstaedtia punctilobula (Michx.) T. Moore","species",,,,"fern",,"Live",1,35.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"de0ca018-b710-4390-bc3b-4a7b39cfa19f","HARV_039.basePlot.vst","2016-10-06","vst_HARV_2016","D01","HARV","HARV_039","39_unknown_1",,"TEMP.PLA.NW.HARV.2016.39152",,,"PTAQL","Pteridium aquilinum (L.) Kuhn var. latiusculum (Desv.) Underw. ex A. Heller","variety",,,,"fern",,"Live",,,,,0.3,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"232ae159-e04a-4b49-aefe-dbc3fc1fc6cd","HARV_039.basePlot.vst","2016-10-06","vst_HARV_2016","D01","HARV","HARV_039","39_unknown_1",,"TEMP.PLA.NW.HARV.2016.39169",,,"DEPU2","Dennstaedtia punctilobula (Michx.) T. Moore","species",,,,"fern",,"Live",1,65.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"8dccff1f-aa10-44d7-8ce6-67d0ae298db5","HARV_039.basePlot.vst","2016-10-06","vst_HARV_2016","D01","HARV","HARV_039","39_unknown_1",,"TEMP.PLA.NW.HARV.2016.39162",,,"DEPU2","Dennstaedtia punctilobula (Michx.) T. Moore","species",,,,"fern",,"Live",1,59.0,,,,,,,,,,,,,,,,,,,,"QC0","chines@field-ops.org","gvanscoy@field-ops.org",
"2b9b2267-f174-4620-b405-c0f5fd1afa03","HARV_039.basePlot.vst","2016-10-06","vst_HARV_2016","D01","HARV","HARV_039","39_unknown_1",,"TEMP.PLA.NW.HARV.2016.39154",,,"DEPU2","Dennstaedtia punctilobula (Michx.) T. Moore","species",,,,"fern",,"Live",1,36.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"4b917485-1b55-4c9b-821d-cf56497edf5a","HARV_039.basePlot.vst","2016-10-06","vst_HARV_2016","D01","HARV","HARV_039","51_unknown_4",,"TEMP.PLA.NW.HARV.2016.39167",,,"DEPU2","Dennstaedtia punctilobula (Michx.) T. Moore","species",,,,"fern",,"Live",1,34.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"e27de366-7b40-4603-9f51-db8eaa59922e","HARV_039.basePlot.vst","2016-10-06","vst_HARV_2016","D01","HARV","HARV_039","39_unknown_1",,"TEMP.PLA.NW.HARV.2016.39155",,,"DEPU2","Dennstaedtia punctilobula (Michx.) T. Moore","species",,,,"fern",,"Live",1,42.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"bf3a1c8d-38d2-479e-937f-a5a01c912fbe","HARV_039.basePlot.vst","2016-10-06","vst_HARV_2016","D01","HARV","HARV_039","51_unknown_4",,"TEMP.PLA.NW.HARV.2016.39158",,,"DEPU2","Dennstaedtia punctilobula (Michx.) T. Moore","species",,,,"fern",,"Live",1,41.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"8bc38ab5-db45-4337-8a42-d8fb60924765","HARV_039.basePlot.vst","2016-10-06","vst_HARV_2016","D01","HARV","HARV_039","39_unknown_1",,"TEMP.PLA.NW.HARV.2016.39156",,,"DEPU2","Dennstaedtia punctilobula (Michx.) T. Moore","species",,,,"fern",,"Live",1,37.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"6e9a1db7-9f35-4fcb-9d86-dcb45e7dc25e","HARV_039.basePlot.vst","2016-10-06","vst_HARV_2016","D01","HARV","HARV_039","39_unknown_1",,"TEMP.PLA.NW.HARV.2016.39151",,,"PTAQL","Pteridium aquilinum (L.) Kuhn var. latiusculum (Desv.) Underw. ex A. Heller","variety",,,,"fern",,"Live",,,,,0.5,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
"1f625347-6814-465e-a507-05ae4a3ae788","HARV_039.basePlot.vst","2016-10-06","vst_HARV_2016","D01","HARV","HARV_039","39_unknown_1",,"TEMP.PLA.NW.HARV.2016.39166",,,"DEPU2","Dennstaedtia punctilobula (Michx.) T. Moore","species",,,,"fern",,"Live",1,54.0,,,,,,,,,,,,,,,,,,,,,"chines@field-ops.org","gvanscoy@field-ops.org",
