uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,treeFernsPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaFerns,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaFerns,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"01300dfb-1250-450f-baa8-8880589bda71","UNDE_048.basePlot.vst","2016-09-13",,"D05","UNDE","UNDE_048","tower","mixedForest",46.232136,-89.540445,"WGS84",20.1,304114.40,5122977.00,"16N",526.9,0.2,,"vst_UNDE_2016",,,,"NEON.DOC.000987vE","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"25",800,100,800,,100,"Ferns measured 2016-09-07","kmcmahon@neoninc.org","hrichards@field-ops.org",
"812fab4e-680c-4969-9439-a787739ae018","UNDE_038.basePlot.vst","2016-09-13",,"D05","UNDE","UNDE_038","tower","woodyWetlands",46.232249,-89.534573,"WGS84",20.3,304567.56,5122975.07,"16N",505.5,0.4,,"vst_UNDE_2016",,,,"NEON.DOC.000987vE","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"25",800,100,800,,100,"Ferns measured 2016-09-13","KMcMahon@neoninc.org","hrichards@field-ops.org",
"2416b0a4-33b4-430f-90d0-473ea4bbd32c","UNDE_037.basePlot.vst","2016-09-13",,"D05","UNDE","UNDE_037","tower","mixedForest",46.231276,-89.541941,"WGS84",20.2,303995.99,5122885.15,"16N",524.4,0.2,,"vst_UNDE_2016",,,,"NEON.DOC.000987vE","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"10","noneSelected",,"100",800,40,800,,400,"Ferns measured 2016-09-07","kmcmahon@neoninc.org","hrichards@field-ops.org",
"bea176bb-7cef-446d-8282-daabadf8e324","UNDE_045.basePlot.vst","2016-09-13",,"D05","UNDE","UNDE_045","tower","deciduousForest",46.233222,-89.539694,"WGS84",20.3,304176.17,5123095.81,"16N",521.2,0.4,,"vst_UNDE_2016",,,,"NEON.DOC.000987vE","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"25",800,100,800,,100,"Ferns measured 2016-09-08","kmcmahon@neoninc.org","hrichards@field-ops.org",
"f5f150ad-7b2a-4a68-b27d-224140ab8fb0","UNDE_058.basePlot.vst","2016-09-14",,"D05","UNDE","UNDE_058","tower","deciduousForest",46.231090,-89.538847,"WGS84",20.1,304233.89,5122856.84,"16N",520.6,0.2,,"vst_UNDE_2016",,,,"NEON.DOC.000987vE","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"25",800,100,800,,100,"Ferns measured 2016-08-29","kmcmahon@neoninc.org","hrichards@field-ops.org",
"bb507ae5-6e42-417d-94f0-3cc7bae5e083","UNDE_052.basePlot.vst","2016-09-14",,"D05","UNDE","UNDE_052","tower","mixedForest",46.233161,-89.542432,"WGS84",20.2,303964.84,5123095.80,"16N",520.3,0.3,,"vst_UNDE_2016",,,,"NEON.DOC.000987vE","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"10",800,100,800,,40,"Ferns measured 2016-09-08","kmcmahon@neoninc.org","hrichards@field-ops.org",
"fcef28b1-5e6a-4d76-ab84-aa771c82681c","UNDE_047.basePlot.vst","2016-09-15",,"D05","UNDE","UNDE_047","tower","deciduousForest",46.232770,-89.536561,"WGS84",20.2,304416.13,5123037.86,"16N",509.8,0.3,,"vst_UNDE_2016",,,,"NEON.DOC.000987vE","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"25",800,100,800,,100,"Ferns measured 2016-09-07","kmcmahon@neoninc.org","hrichards@field-ops.org",
"47a9d95e-3bbb-4ed1-b75c-20c46f1ac8e5","UNDE_054.basePlot.vst","2016-09-15",,"D05","UNDE","UNDE_054","tower","deciduousForest",46.231644,-89.537275,"WGS84",20.3,304357.07,5122914.51,"16N",520.7,0.4,,"vst_UNDE_2016",,,,"NEON.DOC.000987vE","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"noneSelected","noneSelected",,"100",800,400,800,,400,"Ferns measured 2016-09-01","kmcmahon@neoninc.org","hrichards@field-ops.org",
"4935d6a2-95dd-48d3-a585-8ec80bdcde3d","UNDE_057.basePlot.vst","2016-09-18",,"D05","UNDE","UNDE_057","tower","woodyWetlands",46.234299,-89.540913,"WGS84",20.2,304086.02,5123218.48,"16N",516.0,0.2,,"vst_UNDE_2016",,,,"NEON.DOC.000987vE","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected",,"10",800,400,800,,40,"Ferns measured 2016-08-29","kmcmahon@neoninc.org","hrichards@field-ops.org",
"a8b86565-a968-430e-bff4-477031c457cf","UNDE_050.basePlot.vst","2016-09-22",,"D05","UNDE","UNDE_050","tower","deciduousForest",46.229500,-89.537992,"WGS84",20.2,304294.16,5122678.07,"16N",513.0,0.2,,"vst_UNDE_2016",,,,"NEON.DOC.000987vE","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"25",800,100,800,,100,"Ferns measured 2016-08-31","kmcmahon@neoninc.org","hrichards@field-ops.org",
