uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,tagID,individualID,tagStatus,identificationHistoryID,taxonID,scientificName,taxonRank,identificationReferences,identificationQualifier,morphospeciesID,growthForm,shape,plantStatus,leafNumber,meanLeafLength,meanPetioleLength,meanBladeLength,basalStemDiameter,meanBasalDiameter,stemDiameter,stemLength,measurementHeight,maxCrownDiameter,ninetyCrownDiameter,height,baseCrownHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,canopyPosition,oldPadCount,newPadCount,stemCount,branchCount,meanBranchLength,remarks,measuredBy,recordedBy,dataEntryRecordID
"e38232a0-345a-44bc-acf4-67a261c5209c","BART_050.basePlot.vst","2017-07-10","vst_BART_2017","D01","BART","BART_050","21_unknown_1",,"TEMP.PLA.NW.BART.2017.50225",,,"DRIN5","Dryopteris intermedia (Muhl. ex Willd.) A. Gray","species",,,,"fern",,"Live",13,57.0,,,,,,,,,,,,,,,,,,,,,"ramundson@field-ops.org","sstevens@battelleecology.org",
"5bcdc1b1-8744-4748-993e-2948e4f41cab","BART_050.basePlot.vst","2017-07-10","vst_BART_2017","D01","BART","BART_050","31_unknown_4",,"TEMP.PLA.NW.BART.2017.50226",,,"ONSE","Onoclea sensibilis L.","species","Haines, A. 2011. Flora Novae Angliae: a manual for the identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven, Connecticut, USA.",,,"fern",,"Live",1,43.0,,,,,,,,,,,,,,,,,,,,,"ramundson@field-ops.org","sstevens@battelleecology.org",
"9b77a816-7481-4ab5-8871-7461849a9ff3","BART_050.basePlot.vst","2017-07-10","vst_BART_2017","D01","BART","BART_050","31_unknown_4",,"TEMP.PLA.NW.BART.2017.50227",,,"ONSE","Onoclea sensibilis L.","species","Haines, A. 2011. Flora Novae Angliae: a manual for the identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven, Connecticut, USA.",,,"fern",,"Live",1,43.0,,,,,,,,,,,,,,,,,,,,,"ramundson@field-ops.org","sstevens@battelleecology.org",
"6b13f866-2c0c-41cf-aad2-2eaadf0721a7","BART_050.basePlot.vst","2017-07-10","vst_BART_2017","D01","BART","BART_050","31_unknown_4",,"TEMP.PLA.NW.BART.2017.50189",,,"THNO","Thelypteris noveboracensis (L.) Nieuwl.","species","Haines, A. 2011. Flora Novae Angliae: a manual for the identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven, Connecticut, USA.",,,"fern",,"Live",5,35.0,,,,,,,,,,,,,,,,,,,,,"ramundson@field-ops.org","sstevens@battelleecology.org",
"e51d71cd-6fae-4e76-9a53-e6363112f422","BART_050.basePlot.vst","2017-07-10","vst_BART_2017","D01","BART","BART_050","21_unknown_1",,"TEMP.PLA.NW.BART.2017.50187",,,"DRIN5","Dryopteris intermedia (Muhl. ex Willd.) A. Gray","species",,,,"fern",,"Live",5,65.0,,,,,,,,,,,,,,,,,,,,,"ramundson@field-ops.org","sstevens@battelleecology.org",
"7d54b2c0-0fc4-4ad4-b001-426d700dfbc5","BART_073.basePlot.vst","2017-07-10","vst_BART_2017","D01","BART","BART_073","unknown_unknown_unknown",,"TEMP.PLA.NW.BART.2017.73155",,,"PTAQL","Pteridium aquilinum (L.) Kuhn var. latiusculum (Desv.) Underw. ex A. Heller","variety",,,,"fern",,"Live",,,,,0.2,,,,,,,,,,,,,,,,,,"sstevens@battelleecology.org","ramundson@field-ops.org",
"9edc7a2f-2fa1-4ae8-8764-e34d3875bf1d","BART_032.basePlot.vst","2017-07-10","vst_BART_2017","D01","BART","BART_032","39_unknown_unknown",,"TEMP.PLA.NW.BART.2017.32217",,,"PTAQL","Pteridium aquilinum (L.) Kuhn var. latiusculum (Desv.) Underw. ex A. Heller","variety",,,,"fern",,"Live",,,,,0.3,,,,,,,,,,,,,,,,,,"sstevens@battelleecology.org","ramundson@field-ops.org",
"396158be-30a1-45fc-ab18-85a0b1d32af8","BART_050.basePlot.vst","2017-07-10","vst_BART_2017","D01","BART","BART_050","21_unknown_1",,"TEMP.PLA.NW.BART.2017.50190",,,"DRIN5","Dryopteris intermedia (Muhl. ex Willd.) A. Gray","species",,,,"fern",,"Live",3,52.0,,,,,,,,,,,,,,,,,,,,,"ramundson@field-ops.org","sstevens@battelleecology.org",
"ba664366-85c2-4414-a419-3203a52e9c3f","BART_039.basePlot.vst","2017-07-10","vst_BART_2017","D01","BART","BART_039","41_unknown_1",,"TEMP.PLA.NW.BART.2017.39209",,,"DEPU2","Dennstaedtia punctilobula (Michx.) T. Moore","species",,,,"fern",,"Live, physically damaged",1,42.0,,,,,,,,,,,,,,,,,,,,,"sstevens@battelleecology.org","ramundson@field-ops.org",
"f3b2237e-4d84-4a0a-9efb-6505f3d3de0f","BART_032.basePlot.vst","2017-07-10","vst_BART_2017","D01","BART","BART_032","39_unknown_unknown",,"TEMP.PLA.NW.BART.2017.32222",,,"THNO","Thelypteris noveboracensis (L.) Nieuwl.","species",,,,"fern",,"Live",3,48.0,,,,,,,,,,,,,,,,,,,,,"sstevens@battelleecology.org","ramundson@field-ops.org",
