uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,treeFernsPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaFerns,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaFerns,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"b66b6f47-8cb5-4a6d-acb3-8397fc6970a1","BART_046.basePlot.vst","2016-08-01",,"D01","BART","BART_046","tower","deciduousForest",44.059946,-71.285408,"WGS84",20.2,316952.36,4881070.36,"19N",303.0,0.3,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,"N","Y","N","N","N","N","N","N","N","N",,"100","noneSelected",,"noneSelected",800,400,800,,800,,"ramundson@field-ops.org","nflannery@field-ops.org",
"0988c474-1b75-4228-93c6-f9bb95908290","BART_047.basePlot.vst","2016-08-01",,"D01","BART","BART_047","tower","deciduousForest",44.064968,-71.290855,"WGS84",20.1,316531.60,4881640.29,"19N",262.9,0.2,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected",,"100",800,400,800,,400,,"mday@field-ops.org","jwebber@field-ops.org",
"cd1a223e-4a7c-42fd-9dd0-890190b9267d","BART_072.basePlot.vst","2016-08-03",,"D01","BART","BART_072","tower","deciduousForest",44.060735,-71.286187,"WGS84",20.3,316892.40,4881159.73,"19N",295.9,0.5,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,"N","Y","N","N","N","N","N","N","N","N",,"10","noneSelected",,"noneSelected",800,40,800,,800,,"mday@field-ops.org","jwebber@field-ops.org",
"86c005a8-626d-431d-977d-3ea8b71d802f","BART_042.basePlot.vst","2016-08-03",,"D01","BART","BART_042","tower","deciduousForest",44.060194,-71.288052,"WGS84",20.2,316741.36,4881103.79,"19N",288.3,0.2,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected",,"25",800,400,800,,100,,"jwebber@field-ops.org","mday@field-ops.org",
"f9c5fc53-be36-4cf3-8fd4-e1011fcaa8be","BART_071.basePlot.vst","2016-08-07",,"D01","BART","BART_071","tower","mixedForest",44.067944,-71.290624,"WGS84",20.1,316559.30,4881970.33,"19N",256.4,0.2,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,"N","Y","N","N","N","N","N","N","N","N",,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"nflannery@field-ops.org","ramundson@field-ops.org",
"713570e3-6ae9-4b7b-8e0e-00b7800a45ce","BART_041.basePlot.vst","2016-08-16",,"D01","BART","BART_041","tower","deciduousForest",44.065342,-71.285610,"WGS84",20.2,316952.82,4881670.16,"19N",260.9,0.4,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,"N","Y","N","N","N","N","N","N","N","N",,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"ramundson@field-ops.org","nflannery@field-ops.org",
"e211ca13-ad51-495a-8d67-ddde14a08bd7","BART_034.basePlot.vst","2016-08-17",,"D01","BART","BART_034","tower","mixedForest",44.064284,-71.285608,"WGS84",20.2,316949.72,4881552.64,"19N",265.9,0.3,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,"N","Y","N","N","N","N","N","N","N","N",,"100","100",,"100",800,400,400,,400,,"chines@field-ops.org","ramundson@field-ops.org",
"9072bc85-2be0-46db-a2ce-de1f4d9f37b1","BART_075.basePlot.vst","2016-08-22",,"D01","BART","BART_075","tower","mixedForest",44.059141,-71.286492,"WGS84",20.3,316863.06,4880983.36,"19N",297.0,0.4,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"ramundson@field-ops.org","Nflannery@field-ops.org",
"0519fa0d-b5b6-4c1d-83c0-a81c9b815e25","BART_036.basePlot.vst","2016-08-23",,"D01","BART","BART_036","tower","deciduousForest",44.062082,-71.285878,"WGS84",20.2,316921.30,4881308.66,"19N",291.0,0.2,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,"N","Y","N","N","N","N","N","N","N","N",,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"mday@field-ops.org","jwebber@field-ops.org",
"3909da1f-15f3-4cf6-a42b-8dd5006278a5","BART_033.basePlot.vst","2016-08-23",,"D01","BART","BART_033","tower","deciduousForest",44.063198,-71.283663,"WGS84",20.2,317102.15,4881427.69,"19N",275.7,0.2,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,"N","Y","N","N","N","N","N","N","N","N",,"25","noneSelected",,"noneSelected",800,100,800,,800,,"Nflannery@field-ops.org","ramundson@field-ops.org",
"dc915198-cbc6-448a-9e8e-46523fc5edce","BART_050.basePlot.vst","2016-08-24",,"D01","BART","BART_050","tower","mixedForest",44.061510,-71.287690,"WGS84",20.2,316774.41,4881249.16,"19N",287.7,0.3,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"noneSelected","noneSelected",,"25",800,800,800,,100,,"mday@field-ops.org","jwebber@field-ops.org",
"7eec5ad3-e989-44bb-bc6f-7450bb9459c1","BART_051.basePlot.vst","2016-08-24",,"D01","BART","BART_051","tower","deciduousForest",44.062723,-71.287987,"WGS84",20.2,316754.37,4881384.55,"19N",283.9,0.4,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,"N","Y","N","N","N","N","N","N","N","N",,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"jwebber@field-ops.org","mday@field-ops.org",
"6fe4684c-13e5-43c1-9d9f-7866b9c6fd3e","BART_039.basePlot.vst","2016-08-30",,"D01","BART","BART_039","tower","deciduousForest",44.063682,-71.288951,"WGS84",20.3,316680.12,4881493.21,"19N",270.8,0.5,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"noneSelected","noneSelected",,"25",800,800,800,,100,,"jwebber@field-ops.org","mday@field-ops.org",
"a119b654-0e85-47fe-8f61-260fd5282b68","BART_073.basePlot.vst","2016-08-30",,"D01","BART","BART_073","tower","mixedForest",44.064774,-71.288616,"WGS84",20.1,316710.32,4881613.76,"19N",274.9,0.2,,"vst_BART_2016",,,,"NEON.DOC.000987vE","Y",,,"Y","N","N","N","Y","N","N","N","N",,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"mday@field-ops.org","jwebber@field-ops.org",
