uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,treeFernsPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaFerns,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaFerns,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"e0d1b6b4-ba9e-41da-9f1e-f07d9f9f65a2","UNDE_054.basePlot.vst","2018-08-09",,"D05","UNDE","UNDE_054","tower","deciduousForest",46.231644,-89.537275,"WGS84",20.3,304357.07,5122914.51,"16N",520.7,0.4,,"vst_UNDE_2018",,,"21_400|23_400","NEON.DOC.000987vG","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"noneSelected","noneSelected",,"25",800,400,800,,100,,"kmcmahon@battelleecology.org","tmiller@battelleecology.org",
"abc74968-9c80-44e1-aa61-cea0ddd817cb","UNDE_057.basePlot.vst","2018-08-09",,"D05","UNDE","UNDE_057","tower","woodyWetlands",46.234299,-89.540913,"WGS84",20.2,304086.02,5123218.48,"16N",516.0,0.2,,"vst_UNDE_2018",,,"21_400|23_400","NEON.DOC.000987vG","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected",,"10",800,400,800,,40,,"hcrowley@battelleecology.org","skacmarsky@battelleecology.org",
"9f802c19-0be9-4bad-8f86-1c7a04683ee9","UNDE_061.basePlot.vst","2018-08-10",,"D05","UNDE","UNDE_061","tower","deciduousForest",46.233351,-89.535041,"WGS84",20.2,304535.39,5123098.66,"16N",508.4,0.2,,"vst_UNDE_2018",,,"23_400|41_400","NEON.DOC.000987vG","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"10","noneSelected",,"25",800,40,800,,100,,"tmiller@battelleecology.org","mjoyce@battelleecology.org",
"d94b667a-6740-4c05-88f0-7abf1aea007f","UNDE_047.basePlot.vst","2018-08-10",,"D05","UNDE","UNDE_047","tower","deciduousForest",46.232770,-89.536561,"WGS84",20.2,304416.13,5123037.86,"16N",509.8,0.3,,"vst_UNDE_2018",,,"21_400|39_400","NEON.DOC.000987vG","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"10",800,100,800,,40,,"tmiller@battelleecology.org","mjoyce@battelleecology.org",
"2f5e9381-1ee7-4aec-8d12-8807230863f1","UNDE_045.basePlot.vst","2018-08-10",,"D05","UNDE","UNDE_045","tower","deciduousForest",46.233222,-89.539694,"WGS84",20.3,304176.17,5123095.81,"16N",521.2,0.4,,"vst_UNDE_2018",,,"39_400|41_400","NEON.DOC.000987vG","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"25",800,100,800,,100,,"tmiller@battelleecology.org","mjoyce@battelleecology.org",
"c78894d5-2ad1-4b6a-b0ec-7873eb9fcf4c","UNDE_078.basePlot.vst","2018-08-10",,"D05","UNDE","UNDE_078","tower","mixedForest",46.234214,-89.531597,"WGS84",20.1,304803.99,5123186.06,"16N",506.7,0.2,,"vst_UNDE_2018",,,,"NEON.DOC.000987vG","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"10","noneSelected",,"100",800,40,800,,400,,"tmiller@battelleecology.org","mjoyce@battelleecology.org",
"0ab05ca9-2a44-44b6-8c63-337ae93d421f","UNDE_058.basePlot.vst","2018-08-10",,"D05","UNDE","UNDE_058","tower","deciduousForest",46.231090,-89.538847,"WGS84",20.1,304233.89,5122856.84,"16N",520.6,0.2,,"vst_UNDE_2018",,,"23_400|41_400","NEON.DOC.000987vG","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"25",800,100,800,,100,,"tmiller@battelleecology.org","mjoyce@battelleecology.org",
"16c13070-d95f-47e7-ae87-08d61a1c12a6","UNDE_065.basePlot.vst","2018-08-10",,"D05","UNDE","UNDE_065","tower","mixedForest",46.236329,-89.533647,"WGS84",20.2,304653.44,5123426.10,"16N",516.4,0.3,,"vst_UNDE_2018",,,"21_400|23_400","NEON.DOC.000987vG","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"10","noneSelected",,"100",800,40,800,,400,,"tmiller@battelleecology.org","mjoyce@battelleecology.org",
"0819f762-1a7a-46db-9310-c9b2a4a6b6f1","UNDE_037.basePlot.vst","2018-08-13",,"D05","UNDE","UNDE_037","tower","mixedForest",46.231276,-89.541941,"WGS84",20.2,303995.99,5122885.15,"16N",524.4,0.2,,"vst_UNDE_2018",,,"39_400|41_400","NEON.DOC.000987vG","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"10","noneSelected",,"100",800,40,800,,400,,"kmcmahon@battelleecology.org","tmiller@battelleecology.org",
"361c2c96-d9ea-4422-ac68-a847875c8955","UNDE_059.basePlot.vst","2018-08-13",,"D05","UNDE","UNDE_059","tower","woodyWetlands",46.230692,-89.532533,"WGS84",20.1,304719.33,5122797.05,"16N",508.5,0.2,,"vst_UNDE_2018",,,"23_400|39_400","NEON.DOC.000987vG","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected",,"3",800,400,800,,12,,"kmcmahon@battelleecology.org","tmiller@battelleecology.org",
"aff39fc9-59cf-43a2-8bc6-5c893e451000","UNDE_049.basePlot.vst","2018-08-13",,"D05","UNDE","UNDE_049","tower","mixedForest",46.230581,-89.536457,"WGS84",20.2,304416.37,5122794.39,"16N",509.9,0.3,,"vst_UNDE_2018",,,"21_400|39_400","NEON.DOC.000987vG","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"10",800,100,800,,40,,"kmcmahon@battelleecology.org","tmiller@battelleecology.org",
"654f2420-0128-4841-9d62-8cb58afe6215","UNDE_043.basePlot.vst","2018-08-13",,"D05","UNDE","UNDE_043","tower","deciduousForest",46.234247,-89.542459,"WGS84",20.2,303966.63,5123216.53,"16N",525.7,0.3,,"vst_UNDE_2018",,,"23_400|39_400","NEON.DOC.000987vG","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"25",800,100,800,,100,,"kmcmahon@battelleecology.org","tmiller@battelleecology.org",
"4741abdc-6ce9-418f-bd16-6c0241a88912","UNDE_050.basePlot.vst","2018-08-13",,"D05","UNDE","UNDE_050","tower","deciduousForest",46.229500,-89.537992,"WGS84",20.2,304294.16,5122678.07,"16N",513.0,0.2,,"vst_UNDE_2018",,"partial","21_400|39_400","NEON.DOC.000987vG","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"25",800,100,800,,100,"no measurements available for single bole and multi-bole trees for this sampling event","kmcmahon@battelleecology.org","tmiller@battelleecology.org",
"e326df0f-2096-4be1-b1cd-f9da14668183","UNDE_038.basePlot.vst","2018-08-13",,"D05","UNDE","UNDE_038","tower","woodyWetlands",46.232249,-89.534573,"WGS84",20.3,304567.56,5122975.07,"16N",505.5,0.4,,"vst_UNDE_2018",,,"23_400|41_400","NEON.DOC.000987vG","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"10",800,100,800,,40,,"kmcmahon@battelleecology.org","tspadea@battelleecology.org",
